ID,Unit Name,Tier,Type,Type2,Race,Chassis,ThreatSpd,ThreatRange,ThreatDam,ThreatHP,ThreatTotal,tSurfDPS,tSubDPS,tAirDPS,totDPS,maxRange,Vision,Shield,Health,Mass,Energy,BuildTime,Speed,Warnings
XSB1302,Advanced Mass Extractor,0,Type,Type2,Seraphim,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,31625,4600,0,
XSB1303,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB4301,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB8765,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSBSSG01,None,0,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BAB1304,Advanced Hydrocarbon Plant & Storage,3,Type,Type2,Aeon,Chassis,0,0,0,44.846153846154,44.846153846154,0,0,0,0,0,0,0,11660,10800,125000,10800,0,
BEB1304,HCPP - X3000,3,Type,Type2,UEF,Chassis,0,0,0,44.846153846154,44.846153846154,0,0,0,0,0,0,0,11660,10800,125000,10800,0,
BRB1304,Adv. Hydrocarbon Power Plant & Storage,3,Type,Type2,Cybran,Chassis,0,0,0,44.846153846154,44.846153846154,0,0,0,0,0,0,0,11660,10800,125000,10800,0,
BSB1304,Uya-atoh,3,Type,Type2,Seraphim,Chassis,0,0,0,44.846153846154,44.846153846154,0,0,0,0,0,0,0,11660,10800,125000,10800,0,
UAB1107,Mass Fabricator & Storage,2,Type,Type2,Aeon,Chassis,0,0,0,1.5384615384615,1.5384615384615,0,0,0,0,0,0,0,400,720,5400,720,0,
UAB1203,Improved Power Generator & Storage,2,Type,Type2,Aeon,Chassis,0,0,0,10.153846153846,10.153846153846,0,0,0,0,0,0,0,2640,2250,11700,2250,0,
UAB1304,Advanced Mass Extractor & Storage,3,Type,Type2,Aeon,Chassis,0,0,0,38.076923076923,38.076923076923,0,0,0,0,0,0,0,9900,3200,24000,3200,0,
UAB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,Aeon,Chassis,0,0,0,26.653846153846,26.653846153846,0,0,0,0,0,0,0,6930,7500,55500,7500,0,
UAB1306,Advanced Power Generator & Storage,3,Type,Type2,Aeon,Chassis,0,0,0,44.230769230769,44.230769230769,0,0,0,0,0,0,0,11500,10000,63000,10000,0,
UAB4303,Radiance,3,Type,Type2,Aeon,Chassis,0,0,0,2.5384615384615,2.5384615384615,0,0,0,0,0,0,0,660,3505,24000,3505,0,
UEB1107,Mass Fabricator & Storage,2,Type,Type2,UEF,Chassis,0,0,0,1.5384615384615,1.5384615384615,0,0,0,0,0,0,0,400,720,5400,720,0,
UEB1203,Improved Power Generator & Storage,2,Type,Type2,UEF,Chassis,0,0,0,10.153846153846,10.153846153846,0,0,0,0,0,0,0,2640,2450,11700,2450,0,
UEB1304,Advanced Mass Extractor & Storage,3,Type,Type2,UEF,Chassis,0,0,0,38.076923076923,38.076923076923,0,0,0,0,0,0,0,9900,3200,24000,3200,0,
UEB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,UEF,Chassis,0,0,0,27.884615384615,27.884615384615,0,0,0,0,0,0,0,7250,7600,57000,7600,0,
UEB1306,Advanced Power Generator & Storage,3,Type,Type2,UEF,Chassis,0,0,0,50,50,0,0,0,0,0,0,0,13000,10800,64800,10800,0,
UEB4303,HSD Pulse,3,Type,Type2,UEF,Chassis,0,0,0,3.1730769230769,3.1730769230769,0,0,0,0,0,0,0,825,2866,24000,2866,0,
URB1107,Mass Fabricator & Storage,2,Type,Type2,Cybran,Chassis,0,0,0,1.5384615384615,1.5384615384615,0,0,0,0,0,0,0,400,720,5400,720,0,
URB1203,Improved Power Generator & Storage,2,Type,Type2,Cybran,Chassis,0,0,0,10.153846153846,10.153846153846,0,0,0,0,0,0,0,2640,2450,11700,2450,0,
URB1304,Advanced Mass Extractor & Storage,3,Type,Type2,Cybran,Chassis,0,0,0,38.076923076923,38.076923076923,0,0,0,0,0,0,0,9900,3200,24000,3200,0,
URB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,Cybran,Chassis,0,0,0,26.653846153846,26.653846153846,0,0,0,0,0,0,0,6930,7600,57000,7600,0,
URB1306,Advanced Power Generator & Storage,3,Type,Type2,Cybran,Chassis,0,0,0,44.230769230769,44.230769230769,0,0,0,0,0,0,0,11500,10800,65800,10800,0,
URB4303,ED5,3,Type,Type2,Cybran,Chassis,0,0,0,2.4230769230769,2.4230769230769,0,0,0,0,0,0,0,630,3007,20000,3007,0,
XSB1107,Mass Fabricator & Storage,2,Type,Type2,Seraphim,Chassis,0,0,0,1.5384615384615,1.5384615384615,0,0,0,0,0,0,0,400,720,5400,720,0,
XSB1203,Improved Power Generator & Storage,2,Type,Type2,Seraphim,Chassis,0,0,0,10.153846153846,10.153846153846,0,0,0,0,0,0,0,2640,2450,11700,2450,0,
XSB1304,Advanced Mass Extractor & Storage,3,Type,Type2,Seraphim,Chassis,0,0,0,38.076923076923,38.076923076923,0,0,0,0,0,0,0,9900,3200,24000,3200,0,
XSB1305,Advanced Mass Fabricator & Storage,3,Type,Type2,Seraphim,Chassis,0,0,0,26.653846153846,26.653846153846,0,0,0,0,0,0,0,6930,7600,57000,7600,0,
XSB1306,Advanced Power Generator & Storage,3,Type,Type2,Seraphim,Chassis,0,0,0,44.423076923077,44.423076923077,0,0,0,0,0,0,0,11550,10800,64800,10800,0,
XSB4303,Heavy Shield Generator & Storage,3,Type,Type2,Seraphim,Chassis,0,0,0,3.8076923076923,3.8076923076923,0,0,0,0,0,0,0,990,4800,30000,4800,0,
lab2320,Zion,3,Type,Type2,Aeon,Chassis,0,255.97269624573,39.75,18.461538461538,314.18423470727,795,0,0,795,155,30,0,4800,9500,135000,9500,0,
lea0401,Lucidity,4,Type,Type2,UEF,Chassis,931.46032815361,1502.5650932664,466.66666666667,192.30769230769,3092.9997803943,9333.3333333333,0,2000,11333.333333333,90,48,0,50000,41000,960000,41000,16,
leb2320,Jackhammer,3,Type,Type2,UEF,Chassis,0,289.78041084423,45,20,354.78041084423,900,0,0,900,155,30,0,5200,9500,135000,9500,0,
lrb2320,Trigger,3,Type,Type2,Cybran,Chassis,0,231.82432867538,36,18.461538461538,286.28586713692,720,0,0,720,155,30,0,4800,9500,135000,9500,0,
lsb2320,Incubus,3,Type,Type2,Seraphim,Chassis,0,217.33530813317,32.5,18.461538461538,268.29684659471,650,0,0,650,160,30,0,4800,9500,135000,9500,0,
UAB0305,Quantum Teleporter,4,Type,Type2,Aeon,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,0,10,0,15000,10000,100000,10000,0,
UAB8765,Resource Storage Facility,4,Type,Type2,Aeon,Chassis,0,0,0,29.038461538462,29.038461538462,0,0,0,0,30,0,0,7550,35000,600000,35000,0,
UABSSG01,Luminesc,4,Type,Type2,Aeon,Chassis,0,0,0,11.538461538462,11.538461538462,0,0,0,0,0,0,0,3000,22913,360000,22913,0,
UABSSG02,Luminesc,4,Type,Type2,Aeon,Chassis,0,0,0,17.307692307692,17.307692307692,0,0,0,0,0,0,0,4500,15318,280820,15318,0,
UALX401,Angel,4,Type,Type2,Aeon,Chassis,0,0,0,184.61538461538,184.61538461538,0,0,0,17.647058823529,100,50,0,48000,43500,750000,43500,2.4,
UEB0305,Quantum Teleporter,4,Type,Type2,UEF,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,0,10,0,15000,10000,100000,10000,0,
UEB8765,Resource Storage Facility,4,Type,Type2,UEF,Chassis,0,0,0,31.730769230769,31.730769230769,0,0,0,0,30,0,0,8250,35000,600000,35000,0,
UEBSSG01,SSD Hope,4,Type,Type2,UEF,Chassis,0,0,0,12.692307692308,12.692307692308,0,0,0,0,0,0,0,3300,22913,400000,22913,0,
UEBSSG02,SSD Hope,4,Type,Type2,UEF,Chassis,0,0,0,19.038461538462,19.038461538462,0,0,0,0,0,15,0,4950,11456,200000,11456,0,
URB0305,Quantum Teleporter,4,Type,Type2,Cybran,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,0,10,0,15000,10000,100000,10000,0,
URB8765,Resource Storage Facility,4,Type,Type2,Cybran,Chassis,0,0,0,29.038461538462,29.038461538462,0,0,0,0,1,0,0,7550,35000,600000,35000,0,
URBSSG01,ED-X,4,Type,Type2,Cybran,Chassis,0,0,0,11.538461538462,11.538461538462,0,0,0,0,0,0,0,3000,22560,400000,22560,0,
URBSSG02,ED-X,4,Type,Type2,Cybran,Chassis,0,0,0,17.307692307692,17.307692307692,0,0,0,0,0,0,0,4500,11280,200000,11280,0,
VAB2302,Apparitioner,4,Type,Type2,Aeon,Chassis,0,0,0,33.846153846154,33.846153846154,0,0,4000,4000,89,40,0,8800,12000,132000,12000,0,
VEB2302,Flayer II,4,Type,Type2,UEF,Chassis,0,0,0,36.923076923077,36.923076923077,0,0,4000,4000,89,40,0,9600,13000,145000,13000,0,
VRB2302,Sky Bloom,4,Type,Type2,Cybran,Chassis,0,0,0,33.846153846154,33.846153846154,0,0,4000,4000,89,40,0,8800,13000,145000,13000,0,
VSB2302,Tuvatham,4,Type,Type2,Seraphim,Chassis,0,0,0,33.846153846154,33.846153846154,0,0,4000,4000,89,40,0,8800,13000,145000,13000,0,
WAB0201,Saviour,3,Type,Type2,Aeon,Chassis,0,0,0,11.538461538462,11.538461538462,0,0,0,0,0,20,0,3000,1450,6500,1450,0,
WEL0404,Fatboy II,4,Type,Type2,UEF,Chassis,0,745.99880125027,235.38461538462,346.15384615385,1327.5372627887,4707.6923076923,0,0,4707.6923076923,90,38,0,90000,37500,875000,37500,2.4,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,
WEL0405,King Kraptor,4,Type,Type2,UEF,Chassis,0,609.28188946735,246,546.15384615385,1401.4357356212,4920,0,800,5720,128,44,0,142000,62000,1200000,62000,2.3,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,
WRL0404,Megaroach,4,Type,Type2,Cybran,Chassis,0,406.06408852915,207.5,465.38461538462,1078.9487039138,4150,0,920,5070,78,48,0,121000,88650,999450,88650,2.4,
WSB0104,Dehgarwof,3,Type,Type2,Seraphim,Chassis,0,0,0,11.923076923077,11.923076923077,0,0,0,0,0,20,0,3100,1595,7150,1595,0,
WSL0405,Echibum,4,Type,Type2,Seraphim,Chassis,0,509.2209612784,280,307.69230769231,1096.9132689707,5600,0,1000,6600,80,40,0,80000,72500,1200000,72500,2.6,
XSB0305,Quantum Teleporter,4,Type,Type2,Seraphim,Chassis,0,0,0,57.692307692308,57.692307692308,0,0,0,0,0,10,0,15000,10000,100000,10000,0,
XSB8765,Hala-Vishual,4,Type,Type2,Seraphim,Chassis,0,0,0,29.038461538462,29.038461538462,0,0,0,0,1,0,0,7550,35000,600000,35000,0,
XSBSSG01,Thanatos,4,Type,Type2,Seraphim,Chassis,0,0,0,11.538461538462,11.538461538462,0,0,0,0,0,0,0,3000,22258,400000,22258,0,
XSBSSG02,Thanatos,4,Type,Type2,Seraphim,Chassis,0,0,0,17.307692307692,17.307692307692,0,0,0,0,0,0,0,4500,11280,200000,11280,0,
xSS0403,Vergra,4,Type,Type2,Seraphim,Chassis,12.927547150444,120.29956005743,28.571428571429,226.92307692308,388.72161270238,571.42857142857,0,1760,2333.6507936508,110,44,0,59000,28250,435000,28250,3.8,
uab0301,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uab0302,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uab0303,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uab2304,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB4203,Veil,2,Type,Type2,Aeon,Chassis,0,0,0,1.25,1.25,0,0,0,0,0,10,0,325,350,5000,350,0,
uab5202,None,2,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ueb0301,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ueb0302,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ueb0303,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ueb2304,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UEB4203,Scattershield,2,Type,Type2,UEF,Chassis,0,0,0,0.86538461538462,0.86538461538462,0,0,0,0,0,10,0,225,360,5400,360,0,
ueb5202,None,2,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
urb0301,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
urb0302,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
urb0303,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
urb2304,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
URB4203,Twilight,2,Type,Type2,Cybran,Chassis,0,0,0,0.63461538461538,0.63461538461538,0,0,0,0,0,10,0,165,320,4000,320,0,
urb5202,None,2,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
xsb0301,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
xsb0302,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
xsb0303,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
xsb2304,None,3,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSB4203,Sele-ioz,2,Type,Type2,Seraphim,Chassis,0,0,0,0.76923076923077,0.76923076923077,0,0,0,0,0,10,0,200,378,5670,378,0,
xsb5202,None,2,Type,Type2,none,Chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
UAB4304,Shador,3,Type,Type2,Aeon,Chassis,0,0,0,3.9423076923077,3.9423076923077,0,0,0,0,0,10,0,1025,800,12000,800,0,
UEB4304,Obfuscator,3,Type,Type2,UEF,Chassis,0,0,0,4.3269230769231,4.3269230769231,0,0,0,0,0,10,0,1125,750,11800,750,0,
URB4304,BlackOut,3,Type,Type2,Cybran,Chassis,0,0,0,3.8461538461538,3.8461538461538,0,0,0,0,0,10,0,1000,675,12000,675,0,
XSB4304,Ultha Sele-ioz,3,Type,Type2,Seraphim,Chassis,0,0,0,4.2307692307692,4.2307692307692,0,0,0,0,0,10,0,1100,750,11500,750,0,
BRMST3BOM,Magna Class,3,Type,Type2,Cybran,Chassis,10.625109734035,192.87734610679,31.25,125,359.75245584082,625,80,240,946,165,36,0,32500,11250,71000,11250,3.6,MuzzleSalvoSize_Overridden,
BRMT1BT,Scarab,1,Type,Type2,Cybran,Chassis,0,0,2,0.86538461538462,2.8653846153846,40,0,0,40,22,20,0,225,85,600,85,2.5,
BRMT1EXM1,Proton,1,Type,Type2,Cybran,Chassis,0.57864296518352,0.40123441501508,2.7,1.9807692307692,5.6606466109678,54,0,0,54,28,23,0,515,180,1000,180,3.4,
BRMT1EXPD,Pen,1,Type,Type2,Cybran,Chassis,0,2.6005934306533,7.5,6.1538461538462,16.254439584499,150,0,150,150,32,26,0,1600,600,6600,600,0,
BRMT1EXPDT2,Dual Pen,1,Type,Type2,Cybran,Chassis,0,3.4293539744879,7.6923076923077,6.1538461538462,17.275507820642,153.84615384615,0,0,153.84615384615,34,28,0,1600,900,10000,900,0,
BRMT1PD,SlyFox,1,Type,Type2,Cybran,Chassis,0,2.6005934306533,7.5,6.7307692307692,16.831362661423,150,0,0,150,32,24,0,1750,500,4500,500,0,
BRMT2EPD,Anode,2,Type,Type2,Cybran,Chassis,0,14.152889418521,11.428571428571,9.2307692307692,34.812230077862,228.57142857143,0,228.57142857143,228.57142857143,50,34,0,2400,1800,16500,1800,0,
BRMT2HT,Hippo,2,Type,Type2,Cybran,Chassis,0,2.5634420959297,5.25,4.6153846153846,12.428826711314,105,0,0,105,42,22,0,1200,305,1500,305,2.8,
BRMT2MEDM,Immortal,2,Type,Type2,Cybran,Chassis,0,3.0315489134473,6.48,7.1153846153846,16.626933528832,129.6,0,0,129.6,40,26,0,1850,740,4100,740,2.8,
BRMT2PD,SlingShot,2,Type,Type2,Cybran,Chassis,0,10.253768383719,9,13.461538461538,32.715306845257,180,0,0,180,48,30,0,3500,1000,9000,1000,0,
BRMT3AVA,Avalanche,4,Type,Type2,Cybran,Chassis,0,1188.595035591,364.5,1000,2553.095035591,7290,0,0,7290,110,44,0,260000,120000,2600000,120000,2.3,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,MuzzleSalvoSize_Overridden,
BRMT3BM2,Dervish,3,Type,Type2,Cybran,Chassis,0,28.618911515428,34.75,31.730769230769,95.099680746197,695,0,0,695,52,34,0,8250,3100,33500,3100,2.2,
BRMT3BT,Mastodon,3,Type,Type2,Cybran,Chassis,0,7.2816616058293,11,10.576923076923,28.858584682752,220,0,0,220,42,30,0,2750,675,6750,675,2.7,
BRMT3LZT,Trilobyte,3,Type,Type2,Cybran,Chassis,0,6.8110780326635,9.1666666666667,9.6153846153846,25.593129314715,183.33333333333,0,183.33333333333,183.33333333333,40,32,0,2500,950,11500,950,3,
BRMT3MCM,MadCat,4,Type,Type2,Cybran,Chassis,0,83.491432902213,100.5,186.53846153846,370.52989444067,2010,0,0,2010,48,32,0,48500,18000,225000,18000,3,MuzzleSalvoSize_Overridden,
BRMT3MCM2,MadBolo,4,Type,Type2,Cybran,Chassis,0,85.695745429147,98.636363636364,238.46153846154,422.79364752705,1972.7272727273,0,0,1972.7272727273,50,34,0,62000,23000,300000,23000,2.9,
BRMT3ML,Pavestone,3,Type,Type2,Cybran,Chassis,0,17.535429989548,6,4.2307692307692,27.766199220317,120,0,0,120,84,28,0,1100,700,9500,700,2.9,
BRMT3PD,Tripple Threat,3,Type,Type2,Cybran,Chassis,0,41.152247693855,20.769230769231,40.384615384615,102.3060938477,415.38461538462,0,0,415.38461538462,65,32,0,10500,3750,56000,3750,0,
BRMT3PDRO,Agronar,3,Type,Type2,Cybran,Chassis,0,78.463618936283,21.12,10.384615384615,109.9682343209,422.4,0,0,422.4,100,28,0,2700,2700,40000,2700,0,
BRMT3VUL,Vulture,4,Type,Type2,Cybran,Chassis,0,37.538724709626,41.410256410256,130.76923076923,209.71821188911,828.20512820513,0,0,828.20512820513,50,32,0,34000,12500,150000,12500,3,
BRNT1EXPD,Mayor,1,Type,Type2,UEF,Chassis,0,1.6718100625628,3.75,6.6153846153846,12.037194677947,75,0,75,75,34,26,0,1720,600,6600,600,0,
BRNT1HPD,Thug,1,Type,Type2,UEF,Chassis,0,3.0864185770391,6.9230769230769,7.5,17.509495500116,138.46153846154,0,0,138.46153846154,34,24,0,1950,500,4500,500,0,
BRNT2BM,Banshee,2,Type,Type2,UEF,Chassis,0,1.8228921571056,4.8,7.6923076923077,14.315199849413,96,0,0,96,36,26,0,2000,785,3500,785,2.5,
BRNT2EPD,Tower Boss,2,Type,Type2,UEF,Chassis,0,17.238219311759,12,18.461538461538,47.699757773298,240,0,0,240,54,34,0,4800,1800,16500,1800,0,
BRNT2MT,Statue,2,Type,Type2,UEF,Chassis,0.51434930238535,0.3120712116784,2.4,3.5,6.7264205140637,48,0,0,48,32,22,0,910,200,1000,200,3.4,
BRNT2PD2,Angry Ace,2,Type,Type2,UEF,Chassis,0,11.145400417086,9,10.576923076923,30.722323494009,180,0,0,180,50,30,0,2750,750,7500,750,0,MuzzleSalvoSize_Overridden,
BRNT3ABB,IronFist,3,Type,Type2,UEF,Chassis,0,15.93969170761,28.214285714286,34.807692307692,78.961669729588,564.28571428571,0,0,564.28571428571,38,34,0,9050,3100,38000,3100,2,
BRNT3BLASP,Blood Asp,4,Type,Type2,UEF,Chassis,0,190.23637079057,165.21739130435,228.84615384615,584.29991594107,3304.347826087,0,0,3304.347826087,58,35,0,59500,21750,400000,21750,2.8,
BRNT3BT,Bull,3,Type,Type2,UEF,Chassis,0,11.095865304121,16,13.846153846154,40.942019150275,320,0,0,320,48,30,0,3600,920,9500,920,3,MuzzleSalvoSize_Overridden,
BRNT3OW,Owens,4,Type,Type2,UEF,Chassis,14.098128468996,53.98730504576,65.78313253012,101.92307692308,235.79164296795,1315.6626506024,0,320,1635.6626506024,44,32,0,26500,9750,120000,9750,3.4,
BRNT3PDRO,Rocket Pad,3,Type,Type2,UEF,Chassis,0,74.302669447238,20,11.538461538462,105.8411309857,400,0,0,400,100,28,0,3000,2700,40000,2700,0,
BRNT3SHBM,Mayhem,4,Type,Type2,UEF,Chassis,0,861.143171337,268.5,451.92307692308,1581.5662482601,5370,266.66666666667,880,11516.666666667,132,42,0,117500,46000,1250000,46000,2.4,
BRNT3SHPD,Blockhouse,4,Type,Type2,UEF,Chassis,0,339.8108749387,172,153.46153846154,665.27241340024,3440,0,880,4320,105,40,0,39900,35000,295000,35000,0,
BRNT3WT,WarHammer,3,Type,Type2,UEF,Chassis,1.3117798551503,3.2197823427136,9,7.6923076923077,21.223869890172,180,0,0,180,40,28,0,2000,500,5000,500,3.3,MuzzleSalvoSize_Overridden,
BROT1BT,Hervour,1,Type,Type2,Aeon,Chassis,0.45005563958718,0,2.1,0.84615384615385,3.396209485741,42,0,0,42,23,20,0,220,65,550,65,3.4,
BROT1EXM1,Medusa,1,Type,Type2,Aeon,Chassis,0,0.52230405876146,3.5147058823529,1.8653846153846,5.902394556499,70.294117647059,0,0,70.294117647059,28,23,0,485,170,1300,170,3.1,
BROT1EXPD,Mizura,1,Type,Type2,Aeon,Chassis,0,3.2990385234574,7.4,6.3461538461538,17.045192369611,148,0,148,148,34,26,0,1650,570,6350,570,0,
BROT1HPD,Zpyker,1,Type,Type2,Aeon,Chassis,0,2.4767556482413,7.1428571428571,6.9230769230769,16.542689714175,142.85714285714,0,0,142.85714285714,32,24,0,1800,450,4300,450,0,
BROT1ML,Wavecrest,1,Type,Type2,Aeon,Chassis,0,2.4252391307578,2.88,0.76923076923077,6.0744698999886,57.6,0,0,57.6,42,18,0,200,100,1300,100,2.5,
BROT1MT,Bonfire,1,Type,Type2,Aeon,Chassis,0,0,1.5,0.82692307692308,2.3269230769231,30,0,0,30,20,18,0,215,60,450,60,2.9,
BROT2ASB,Amphorak,2,Type,Type2,Aeon,Chassis,0,1.560356058392,4.5,7.1153846153846,13.175740673777,90,0,0,90,32,24,0,1850,720,4000,720,2.8,
BROT2EPD,Daelek,2,Type,Type2,Aeon,Chassis,0,15.285120572003,11.428571428571,21.153846153846,47.867538154421,228.57142857143,0,240,468.57142857143,52,34,0,5500,1700,16500,1700,0,
BROT3BT,Transoma,3,Type,Type2,Aeon,Chassis,0,11.108249082362,21.75,12.307692307692,45.165941390054,435,0,0,435,48,32,0,3200,1200,15000,1200,2.5,
BROT3HAM,Ezriel,4,Type,Type2,Aeon,Chassis,2.4116217376841,29.926829017364,33.076923076923,123.07692307692,188.49229690889,661.53846153846,0,0,661.53846153846,58,32,0,32000,12000,130000,12000,3.2,
BROT3HM,Spectre,3,Type,Type2,Aeon,Chassis,0,18.030781119196,28,31.730769230769,77.761550349966,560,0,0,560,38,34,0,8250,2800,34000,2800,2.1,
BROT3NCM,Eliash,4,Type,Type2,Aeon,Chassis,0,149.74739844339,138.05555555556,255.76923076923,543.57218476817,2761.1111111111,0,400,3161.1111111111,65,36,0,66500,26000,410000,26000,2.5,MuzzleSalvoSize_Overridden,
BROT3PDRO,Zheela,3,Type,Type2,Aeon,Chassis,0,74.674182794474,20.1,10.384615384615,105.15879817909,402,0,0,402,100,28,0,2700,2430,40000,2430,0,
BROT3SHBM,Elias,4,Type,Type2,Aeon,Chassis,0,89.410878901509,95.5,196.15384615385,381.06472505536,1910,0,0,1910,65,33,0,51000,19000,365000,19000,2.6,
BROT3SHPD,Mothra,4,Type,Type2,Aeon,Chassis,0,313.18974648728,90.322580645161,86.538461538462,490.0507886709,1806.4516129032,0,507.69230769231,2314.1439205955,95,42,0,22500,10000,82000,10000,0,
BRPAT2BOMBER,Vesinnee,2,Type,Type2,Seraphim,Chassis,0,8.9163203336685,12,4.8076923076923,25.724012641361,240,0,0,240,40,32,0,1250,360,15500,360,0.74,
BRPAT2FIGBO,Uhthesinn,2,Type,Type2,Seraphim,Chassis,0,4.9535112964825,10,5.3846153846154,20.338126681098,200,0,200,200,35,32,0,1400,250,14000,250,0.5,
BRPAT3GUNSHIP,Ia-Usla,3,Type,Type2,Seraphim,Chassis,0,7.5441977045429,19.7,20,47.244197704543,394,0,144,394,34,32,0,5200,2500,86000,2500,1,
BRPEXBOT,Yenah-lao,4,Type,Type2,Seraphim,Chassis,0,60.06132446985,62.5,211.53846153846,334.09978600831,1250,0,0,1250,48,37,0,55000,18600,320000,18600,3,
BRPEXBTBOT,Tha-Yath,4,Type,Type2,Seraphim,Chassis,4.2511384194686,18.78206366583,29.166666666667,125,177.19986875196,583.33333333333,0,205.71428571429,789.04761904762,40,34,0,32500,10000,85000,10000,3.3,
BRPEXHVBOT,Athusil,4,Type,Type2,Seraphim,Chassis,0,130.77269822714,160,215.38461538462,506.15731361175,3200,0,800,3200,48,40,0,56000,19000,420000,19000,2.8,
BRPEXPD,Heth-Athala,4,Type,Type2,Seraphim,Chassis,0,115.78832655528,42.5,71.153846153846,229.44217270912,850,0,850,850,80,42,0,18500,8750,95000,8750,0,
BRPEXSHBM,Thaez-Atha,4,Type,Type2,Seraphim,Chassis,0,442.23929014435,133.38235294118,378.84615384615,954.46779693168,2667.6470588235,0,600,3267.6470588235,120,40,0,98500,67500,1050000,67500,2.4,
BRPEXTANK,Yath-Us,4,Type,Type2,Seraphim,Chassis,7.7390520034833,30.409055458962,36.111111111111,119.23076923077,193.48998780433,722.22222222222,0,0,722.22222222222,42,33,0,31000,10500,85000,10500,3.4,
BRPT1EXM1,Othazyne,1,Type,Type2,Seraphim,Chassis,0.17498278654825,0.23776854223116,2.4,1.8846153846154,4.6973667133948,48,0,0,48,27,23,0,490,170,900,170,3.2,
BRPT1HT,Yenshavoh,1,Type,Type2,Seraphim,Chassis,0.2786058721254,0,1.3,0.92307692307692,2.5016827952023,26,0,0,26,23,20,0,240,75,525,75,3.4,
BRPT1PD,Hethula-Uttaus,1,Type,Type2,Seraphim,Chassis,0,2.7739663260302,8,6.7307692307692,17.504735556799,160,0,0,160,32,26,0,1750,500,4500,500,0,
BRPT2BTBOT,Iltha,2,Type,Type2,Seraphim,Chassis,0,1.4860533889448,6,8.0769230769231,15.562976465868,120,0,0,120,30,27,0,2100,750,3200,750,2.8,
BRPT2PD,Ve-Us,2,Type,Type2,Seraphim,Chassis,0,16.511704321608,13.333333333333,18.461538461538,48.30657611648,266.66666666667,0,266.66666666667,266.66666666667,50,34,0,4800,1800,16000,1800,0,
BRPT3BOT,Thaam-Thuum,3,Type,Type2,Seraphim,Chassis,0,24.665183915619,29.266666666667,31.730769230769,85.662619813054,585.33333333333,0,0,585.33333333333,46,34,0,8250,3100,31500,3100,2.3,
